title,author,isbn_13,format_code,location_code,notes,cover_url
The Talented Mr. Ripley,Patricia Highsmith,9783257064049.0,PB,F2-B13-S03,,https://covers.openlibrary.org/b/isbn/9783257064049-L.jpg
The Talented Mr. Ripley,Patricia Highsmith,9783257064049.0,ACD,F0-B22-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9783257064049-L.jpg
The Talented Mr. Ripley,Patricia Highsmith,9783257064049.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9783257064049-L.jpg
The Talented Mr. Ripley,Patricia Highsmith,9783257064049.0,PB,F2-B13-S03,,https://covers.openlibrary.org/b/isbn/9783257064049-L.jpg
The Tell-Tale Heart,Edgar Allan Poe,9781719093194.0,PB,F2-B27-S10,Replacement case,https://covers.openlibrary.org/b/isbn/9781719093194-L.jpg
The Tell-Tale Heart,Edgar Allan Poe,9781719093194.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9781719093194-L.jpg
The Thirteen Problems,Agatha Christie,9780330252379.0,PB,F1-B09-S01,,https://covers.openlibrary.org/b/isbn/9780330252379-L.jpg
The Thirteen Problems,Agatha Christie,9780330252379.0,PB,F1-B09-S01,,https://covers.openlibrary.org/b/isbn/9780330252379-L.jpg
The Thirteen Problems,Agatha Christie,9780330252379.0,PB,F1-B09-S01,,https://covers.openlibrary.org/b/isbn/9780330252379-L.jpg
The Thirteen Problems,Agatha Christie,9780330252379.0,PB,F1-B09-S01,,https://covers.openlibrary.org/b/isbn/9780330252379-L.jpg
The Thirty-Nine Steps,John Buchan,9781905716449.0,PB,F1-B12-S02,,https://covers.openlibrary.org/b/isbn/9781905716449-L.jpg
The Thirty-Nine Steps,John Buchan,9781905716449.0,PB,F1-B12-S02,,https://covers.openlibrary.org/b/isbn/9781905716449-L.jpg
The Thirty-Nine Steps,John Buchan,9781905716449.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781905716449-L.jpg
The Thirty-Nine Steps,John Buchan,9781905716449.0,LP,F1-B28-S09,Large print edition,https://covers.openlibrary.org/b/isbn/9781905716449-L.jpg
The Tiger in the Smoke,Margery Allingham,9781504087483.0,PB,F1-B28-S05,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9781504087483-L.jpg
The Tiger in the Smoke,Margery Allingham,9781504087483.0,PB,F1-B28-S05,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9781504087483-L.jpg
The Tiger in the Smoke,Margery Allingham,9781504087483.0,PB,F1-B28-S05,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9781504087483-L.jpg
The Tiger in the Smoke,Margery Allingham,9781504087483.0,ADIG,,Missing dust jacket; Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781504087483-L.jpg
The Tiger in the Smoke,Margery Allingham,9781504087483.0,PB,F1-B28-S05,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9781504087483-L.jpg
The Tragedy of Pudd'nhead Wilson,Mark Twain,9781475313901.0,PB,F2-B08-S05,,https://covers.openlibrary.org/b/isbn/9781475313901-L.jpg
The Tragedy of Pudd'nhead Wilson,Mark Twain,9781475313901.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9781475313901-L.jpg
The Twits,Roald Dahl,9780141323428.0,PB,F2-B25-S03,,https://covers.openlibrary.org/b/isbn/9780141323428-L.jpg
The Twits,Roald Dahl,9780141323428.0,LP,F1-B11-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9780141323428-L.jpg
The Twits,Roald Dahl,9780141323428.0,LP,F1-B11-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9780141323428-L.jpg
The Twits,Roald Dahl,9780141323428.0,PB,F2-B25-S03,,https://covers.openlibrary.org/b/isbn/9780141323428-L.jpg
The Ugly Duckling,Hans Christian Andersen,9781400130498.0,PB,F1-B21-S08,,https://covers.openlibrary.org/b/isbn/9781400130498-L.jpg
The Ugly Duckling,Hans Christian Andersen,9781400130498.0,PB,F1-B21-S08,,https://covers.openlibrary.org/b/isbn/9781400130498-L.jpg
The Ugly Duckling,Hans Christian Andersen,9781400130498.0,PB,F1-B21-S08,,https://covers.openlibrary.org/b/isbn/9781400130498-L.jpg
The Ugly Duckling,Hans Christian Andersen,9781400130498.0,PB,F1-B21-S08,,https://covers.openlibrary.org/b/isbn/9781400130498-L.jpg
The Ugly Duckling,Hans Christian Andersen,9781400130498.0,PB,F1-B21-S08,,https://covers.openlibrary.org/b/isbn/9781400130498-L.jpg
The Valley of Fear,Arthur Conan Doyle,9798527657401.0,PB,F1-B16-S10,,https://covers.openlibrary.org/b/isbn/9798527657401-L.jpg
The Valley of Fear,Arthur Conan Doyle,9798527657401.0,ACD,F0-B08-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798527657401-L.jpg
The Very Hungry Caterpillar,Eric Carle,9780399251900.0,PB,F2-B20-S07,,https://covers.openlibrary.org/b/isbn/9780399251900-L.jpg
The Very Hungry Caterpillar,Eric Carle,9780399251900.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780399251900-L.jpg
The Very Hungry Caterpillar,Eric Carle,9780399251900.0,PB,F2-B20-S07,,https://covers.openlibrary.org/b/isbn/9780399251900-L.jpg
The Very Hungry Caterpillar,Eric Carle,9780399251900.0,PB,F2-B20-S07,,https://covers.openlibrary.org/b/isbn/9780399251900-L.jpg
The Very Hungry Caterpillar,Eric Carle,9780399251900.0,PB,F2-B20-S07,,https://covers.openlibrary.org/b/isbn/9780399251900-L.jpg
The Voyage of the Dawn Treader,C. S. Lewis,9782070695188.0,PB,F2-B11-S09,,https://covers.openlibrary.org/b/isbn/9782070695188-L.jpg
The Voyage of the Dawn Treader,C. S. Lewis,9782070695188.0,LP,F1-B15-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9782070695188-L.jpg
The water-babies: a fairy tale for a land-baby,Charles Kingsley,9780140868623.0,PB,F1-B19-S07,,https://covers.openlibrary.org/b/isbn/9780140868623-L.jpg
The water-babies: a fairy tale for a land-baby,Charles Kingsley,9780140868623.0,PB,F1-B19-S07,,https://covers.openlibrary.org/b/isbn/9780140868623-L.jpg
The water-babies: a fairy tale for a land-baby,Charles Kingsley,9780140868623.0,PB,F1-B19-S07,,https://covers.openlibrary.org/b/isbn/9780140868623-L.jpg
The water-babies: a fairy tale for a land-baby,Charles Kingsley,9780140868623.0,ACD,F1-B07-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780140868623-L.jpg
The water-babies: a fairy tale for a land-baby,Charles Kingsley,9780140868623.0,LP,F1-B03-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9780140868623-L.jpg
The way we live now,Anthony Trollope,9781406598339.0,PB,F1-B20-S03,,https://covers.openlibrary.org/b/isbn/9781406598339-L.jpg
The way we live now,Anthony Trollope,9781406598339.0,ACD,F0-B05-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781406598339-L.jpg
The Whistler,John Grisham,9782709650700.0,PB,F2-B11-S04,,https://covers.openlibrary.org/b/isbn/9782709650700-L.jpg
The Whistler,John Grisham,9782709650700.0,PB,F2-B11-S04,,https://covers.openlibrary.org/b/isbn/9782709650700-L.jpg
The Whistler,John Grisham,9782709650700.0,PB,F2-B11-S04,,https://covers.openlibrary.org/b/isbn/9782709650700-L.jpg
The Whistler,John Grisham,9782709650700.0,PB,F2-B11-S04,,https://covers.openlibrary.org/b/isbn/9782709650700-L.jpg
The Wind in the Willows,Kenneth Grahame,9787537675048.0,PB,F1-B28-S06,,https://covers.openlibrary.org/b/isbn/9787537675048-L.jpg
The Wind in the Willows,Kenneth Grahame,9787537675048.0,PB,F1-B28-S06,,https://covers.openlibrary.org/b/isbn/9787537675048-L.jpg
The Wind in the Willows,Kenneth Grahame,9787537675048.0,PB,F1-B28-S06,,https://covers.openlibrary.org/b/isbn/9787537675048-L.jpg
The Wind in the Willows,Kenneth Grahame,9787537675048.0,PB,F1-B28-S06,,https://covers.openlibrary.org/b/isbn/9787537675048-L.jpg
The Wisdom of Father Brown,Gilbert Keith Chesterton,9781600965098.0,PB,F1-B25-S09,,https://covers.openlibrary.org/b/isbn/9781600965098-L.jpg
The Wisdom of Father Brown,Gilbert Keith Chesterton,9781600965098.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781600965098-L.jpg
The Witches,Roald Dahl,9783150090800.0,PB,F2-B18-S02,,https://covers.openlibrary.org/b/isbn/9783150090800-L.jpg
The Witches,Roald Dahl,9783150090800.0,PB,F2-B18-S02,,https://covers.openlibrary.org/b/isbn/9783150090800-L.jpg
The Witches,Roald Dahl,9783150090800.0,PB,F2-B18-S02,,https://covers.openlibrary.org/b/isbn/9783150090800-L.jpg
The Witches,Roald Dahl,9783150090800.0,LP,F1-B18-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9783150090800-L.jpg
The Witches,Roald Dahl,9783150090800.0,PB,F2-B18-S02,,https://covers.openlibrary.org/b/isbn/9783150090800-L.jpg
The Woman in the Window: A Novel,A. J. Finn,9780062906137.0,PB,F1-B01-S01,,https://covers.openlibrary.org/b/isbn/9780062906137-L.jpg
The Woman in the Window: A Novel,A. J. Finn,9780062906137.0,PB,F1-B01-S01,,https://covers.openlibrary.org/b/isbn/9780062906137-L.jpg
The Woman in the Window: A Novel,A. J. Finn,9780062906137.0,PB,F1-B01-S01,,https://covers.openlibrary.org/b/isbn/9780062906137-L.jpg
The Woman in the Window: A Novel,A. J. Finn,9780062906137.0,LP,F1-B03-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9780062906137-L.jpg
The Wonderful Wizard of Oz,L. Frank Baum,9781976546457.0,PB,F2-B28-S01,,https://covers.openlibrary.org/b/isbn/9781976546457-L.jpg
The Wonderful Wizard of Oz,L. Frank Baum,9781976546457.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781976546457-L.jpg
The Wonderful Wizard of Oz,L. Frank Baum,9781976546457.0,ACD,F0-B25-S10,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781976546457-L.jpg
The Wonderful Wizard of Oz,L. Frank Baum,9781976546457.0,PB,F2-B28-S01,,https://covers.openlibrary.org/b/isbn/9781976546457-L.jpg
The Woods,Harlan Coben,9780786294886.0,PB,F1-B13-S05,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780786294886-L.jpg
The Woods,Harlan Coben,9780786294886.0,LP,F1-B10-S10,Popular title - keep on display; Large print edition,https://covers.openlibrary.org/b/isbn/9780786294886-L.jpg
The Woods,Harlan Coben,9780786294886.0,PB,F1-B13-S05,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780786294886-L.jpg
The Woods,Harlan Coben,9780786294886.0,ADIG,,Popular title - keep on display; Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780786294886-L.jpg
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,9780342952168.0,PB,F1-B21-S07,,https://covers.openlibrary.org/b/isbn/9780342952168-L.jpg
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,9780342952168.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780342952168-L.jpg
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,9780342952168.0,PB,F1-B21-S07,,https://covers.openlibrary.org/b/isbn/9780342952168-L.jpg
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,9780342952168.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780342952168-L.jpg
The World Almanac for Kids,Judith S. Levey,9780886878795.0,PB,F2-B15-S02,,https://covers.openlibrary.org/b/isbn/9780886878795-L.jpg
The World Almanac for Kids,Judith S. Levey,9780886878795.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9780886878795-L.jpg
The Yiddish Policemen's Union,Michael Chabon,9788535913842.0,PB,F2-B22-S06,,https://covers.openlibrary.org/b/isbn/9788535913842-L.jpg
The Yiddish Policemen's Union,Michael Chabon,9788535913842.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9788535913842-L.jpg
They Came to Baghdad,Agatha Christie,9780816146062.0,PB,F1-B20-S10,,https://covers.openlibrary.org/b/isbn/9780816146062-L.jpg
They Came to Baghdad,Agatha Christie,9780816146062.0,PB,F1-B20-S10,,https://covers.openlibrary.org/b/isbn/9780816146062-L.jpg
They Came to Baghdad,Agatha Christie,9780816146062.0,PB,F1-B20-S10,,https://covers.openlibrary.org/b/isbn/9780816146062-L.jpg
They Came to Baghdad,Agatha Christie,9780816146062.0,LP,F1-B01-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9780816146062-L.jpg
They Do It with Mirrors,Agatha Christie,9780061003769.0,PB,F1-B09-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061003769-L.jpg
They Do It with Mirrors,Agatha Christie,9780061003769.0,ACD,F0-B19-S09,Popular title - keep on display; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780061003769-L.jpg
They Do It with Mirrors,Agatha Christie,9780061003769.0,PB,F1-B09-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061003769-L.jpg
They Do It with Mirrors,Agatha Christie,9780061003769.0,PB,F1-B09-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061003769-L.jpg
They Do It with Mirrors,Agatha Christie,9780061003769.0,PB,F1-B09-S08,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780061003769-L.jpg
Third Girl,Agatha Christie,9782702401002.0,PB,F2-B14-S01,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9782702401002-L.jpg
Third Girl,Agatha Christie,9782702401002.0,ACD,F0-B17-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9782702401002-L.jpg
This Is Not My Hat,Jon Klassen,9789862417133.0,PB,F1-B23-S03,,https://covers.openlibrary.org/b/isbn/9789862417133-L.jpg
This Is Not My Hat,Jon Klassen,9789862417133.0,ACD,F1-B06-S04,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9789862417133-L.jpg
This Is Not My Hat,Jon Klassen,9789862417133.0,PB,F1-B23-S03,,https://covers.openlibrary.org/b/isbn/9789862417133-L.jpg
This Is Not My Hat,Jon Klassen,9789862417133.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9789862417133-L.jpg
Through the Looking-Glass,Lewis Carroll,9781546940449.0,PB,F2-B02-S02,,https://covers.openlibrary.org/b/isbn/9781546940449-L.jpg
Through the Looking-Glass,Lewis Carroll,9781546940449.0,ACD,F1-B12-S06,Audiobook (CD); Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781546940449-L.jpg
Tik-Tok of Oz,L. Frank Baum,9781533529503.0,PB,F2-B05-S08,,https://covers.openlibrary.org/b/isbn/9781533529503-L.jpg
Tik-Tok of Oz,L. Frank Baum,9781533529503.0,PB,F2-B05-S08,,https://covers.openlibrary.org/b/isbn/9781533529503-L.jpg
Tik-Tok of Oz,L. Frank Baum,9781533529503.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781533529503-L.jpg
Tik-Tok of Oz,L. Frank Baum,9781533529503.0,LP,F1-B19-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781533529503-L.jpg
Trent's Last Case,E. C. Bentley,9798482249819.0,PB,F1-B07-S04,,https://covers.openlibrary.org/b/isbn/9798482249819-L.jpg
Trent's Last Case,E. C. Bentley,9798482249819.0,ACD,F1-B05-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798482249819-L.jpg
Tripwire,Lee Child,9780857500069.0,PB,F2-B15-S05,,https://covers.openlibrary.org/b/isbn/9780857500069-L.jpg
Tripwire,Lee Child,9780857500069.0,ACD,F0-B26-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780857500069-L.jpg
Twilight,Stephenie Meyer,9780748112517.0,PB,F2-B14-S08,,https://covers.openlibrary.org/b/isbn/9780748112517-L.jpg
Twilight,Stephenie Meyer,9780748112517.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780748112517-L.jpg
Twilight,Stephenie Meyer,9780748112517.0,LP,F1-B03-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9780748112517-L.jpg
Twilight,Stephenie Meyer,9780748112517.0,PB,F2-B14-S08,,https://covers.openlibrary.org/b/isbn/9780748112517-L.jpg
Twilight,Stephenie Meyer,9780748112517.0,ACD,F0-B17-S09,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780748112517-L.jpg
Two for the dough,Janet Evanovich,9781664626256.0,PB,F1-B21-S01,,https://covers.openlibrary.org/b/isbn/9781664626256-L.jpg
Two for the dough,Janet Evanovich,9781664626256.0,LP,F1-B25-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781664626256-L.jpg
Under the Banner of Heaven,Jon Krakauer,9783492045711.0,PB,F2-B28-S06,,https://covers.openlibrary.org/b/isbn/9783492045711-L.jpg
Under the Banner of Heaven,Jon Krakauer,9783492045711.0,ACD,F0-B16-S04,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9783492045711-L.jpg
Unnatural Death,Dorothy L. Sayers,9780061043581.0,PB,F1-B20-S02,,https://covers.openlibrary.org/b/isbn/9780061043581-L.jpg
Unnatural Death,Dorothy L. Sayers,9780061043581.0,PB,F1-B20-S02,,https://covers.openlibrary.org/b/isbn/9780061043581-L.jpg
Unnatural Death,Dorothy L. Sayers,9780061043581.0,PB,F1-B20-S02,,https://covers.openlibrary.org/b/isbn/9780061043581-L.jpg
Unnatural Death,Dorothy L. Sayers,9780061043581.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780061043581-L.jpg
We need to talk about Kevin,Lionel Shriver,9781921758492.0,PB,F2-B15-S01,,https://covers.openlibrary.org/b/isbn/9781921758492-L.jpg
We need to talk about Kevin,Lionel Shriver,9781921758492.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781921758492-L.jpg
We're Going on a Bear Hunt,Michael Rosen,9780673805447.0,PB,F2-B05-S04,,https://covers.openlibrary.org/b/isbn/9780673805447-L.jpg
We're Going on a Bear Hunt,Michael Rosen,9780673805447.0,ACD,F1-B07-S01,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780673805447-L.jpg
Where the Wild Things Are,Maurice Sendak,9780062265739.0,PB,F1-B25-S07,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780062265739-L.jpg
Where the Wild Things Are,Maurice Sendak,9780062265739.0,ACD,F0-B22-S09,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780062265739-L.jpg
White Fang,Jack London,9798726824987.0,PB,F1-B06-S08,,https://covers.openlibrary.org/b/isbn/9798726824987-L.jpg
White Fang,Jack London,9798726824987.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9798726824987-L.jpg
Whose Body?,Dorothy L. Sayers,9798675681471.0,PB,F1-B17-S05,,https://covers.openlibrary.org/b/isbn/9798675681471-L.jpg
Whose Body?,Dorothy L. Sayers,9798675681471.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9798675681471-L.jpg
Why Didn't they Ask Evans?,Agatha Christie,9780008255954.0,PB,F2-B28-S10,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9780008255954-L.jpg
Why Didn't they Ask Evans?,Agatha Christie,9780008255954.0,LP,F1-B13-S07,Missing dust jacket; Large print edition,https://covers.openlibrary.org/b/isbn/9780008255954-L.jpg
Why Didn't they Ask Evans?,Agatha Christie,9780008255954.0,PB,F2-B28-S10,Missing dust jacket,https://covers.openlibrary.org/b/isbn/9780008255954-L.jpg
Why Didn't they Ask Evans?,Agatha Christie,9780008255954.0,LP,F1-B13-S07,Missing dust jacket; Large print edition,https://covers.openlibrary.org/b/isbn/9780008255954-L.jpg
Why Didn't they Ask Evans?,Agatha Christie,9780008255954.0,LP,F1-B13-S07,Missing dust jacket; Large print edition,https://covers.openlibrary.org/b/isbn/9780008255954-L.jpg
Winnie-the-Pooh,A. A. Milne,9780786183586.0,PB,F2-B18-S01,,https://covers.openlibrary.org/b/isbn/9780786183586-L.jpg
Winnie-the-Pooh,A. A. Milne,9780786183586.0,PB,F2-B18-S01,,https://covers.openlibrary.org/b/isbn/9780786183586-L.jpg
Winnie-the-Pooh,A. A. Milne,9780786183586.0,PB,F2-B18-S01,,https://covers.openlibrary.org/b/isbn/9780786183586-L.jpg
Winnie-the-Pooh,A. A. Milne,9780786183586.0,ACD,F1-B03-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780786183586-L.jpg
Winnie-the-Pooh,A. A. Milne,9780786183586.0,PB,F2-B18-S01,,https://covers.openlibrary.org/b/isbn/9780786183586-L.jpg

